Provider_Business_Practice_Location_Address_State_Name,CLASSIFICATION,Provider_Gender_Code,COUNT_
WY,Physical Medicine & Rehabilitation,M,5
GA,Physical Medicine & Rehabilitation,M,150
KS,Physical Medicine & Rehabilitation,M,42
TX,Physical Medicine & Rehabilitation,M,427
NJ,Physical Medicine & Rehabilitation,M,257
HI,Physical Medicine & Rehabilitation,M,24
CT,Physical Medicine & Rehabilitation,M,69
WV,Physical Medicine & Rehabilitation,M,17
AR,Physical Medicine & Rehabilitation,M,38
MS,Physical Medicine & Rehabilitation,M,24
MA,Physical Medicine & Rehabilitation,M,138
MO,Physical Medicine & Rehabilitation,M,131
LA,Physical Medicine & Rehabilitation,M,93
NH,Physical Medicine & Rehabilitation,M,27
WI,Physical Medicine & Rehabilitation,M,123
AL,Physical Medicine & Rehabilitation,M,76
OR,Physical Medicine & Rehabilitation,M,61
IN,Physical Medicine & Rehabilitation,M,108
SC,Physical Medicine & Rehabilitation,M,77
NV,Physical Medicine & Rehabilitation,M,69
MD,Physical Medicine & Rehabilitation,M,148
MI,Physical Medicine & Rehabilitation,M,294
MN,Physical Medicine & Rehabilitation,M,136
IL,Physical Medicine & Rehabilitation,M,248
AK,Physical Medicine & Rehabilitation,M,10
PA,Physical Medicine & Rehabilitation,M,396
CO,Physical Medicine & Rehabilitation,M,145
OK,Physical Medicine & Rehabilitation,M,37
ME,Physical Medicine & Rehabilitation,M,28
AZ,Physical Medicine & Rehabilitation,M,122
VA,Physical Medicine & Rehabilitation,M,134
NM,Physical Medicine & Rehabilitation,M,27
MT,Physical Medicine & Rehabilitation,M,17
BAVARIA,Physical Medicine & Rehabilitation,M,1
FL,Physical Medicine & Rehabilitation,M,417
DE,Physical Medicine & Rehabilitation,M,29
DC,Physical Medicine & Rehabilitation,M,29
CA,Physical Medicine & Rehabilitation,M,616
NE,Physical Medicine & Rehabilitation,M,37
VT,Physical Medicine & Rehabilitation,M,2
UT,Physical Medicine & Rehabilitation,M,72
TN,Physical Medicine & Rehabilitation,M,102
WA,Physical Medicine & Rehabilitation,M,191
SD,Physical Medicine & Rehabilitation,M,21
ND,Physical Medicine & Rehabilitation,M,10
ME,Neuromusculoskeletal Medicine & OMM,M,28
WA,Neuromusculoskeletal Medicine & OMM,M,6
ND,Neuromusculoskeletal Medicine & OMM,M,1
AZ,Neuromusculoskeletal Medicine & OMM,M,12
TN,Neuromusculoskeletal Medicine & OMM,M,1
MA,Neuromusculoskeletal Medicine & OMM,M,5
NY,Neuromusculoskeletal Medicine & OMM,M,36
DE,Neuromusculoskeletal Medicine & OMM,M,1
SD,Neuromusculoskeletal Medicine & OMM,M,1
AL,Neuromusculoskeletal Medicine & OMM,M,2
OK,Neuromusculoskeletal Medicine & OMM,M,4
VT,Neuromusculoskeletal Medicine & OMM,M,1
GA,Neuromusculoskeletal Medicine & OMM,M,9
RI,Neuromusculoskeletal Medicine & OMM,M,3
MS,Neuromusculoskeletal Medicine & OMM,M,3
OR,Neuromusculoskeletal Medicine & OMM,M,12
IN,Neuromusculoskeletal Medicine & OMM,M,6
AK,Neuromusculoskeletal Medicine & OMM,M,1
CO,Neuromusculoskeletal Medicine & OMM,M,11
ID,Neuromusculoskeletal Medicine & OMM,M,3
VA,Neuromusculoskeletal Medicine & OMM,M,10
NJ,Neuromusculoskeletal Medicine & OMM,M,6
TX,Neuromusculoskeletal Medicine & OMM,M,21
SC,Neuromusculoskeletal Medicine & OMM,M,2
NV,Neuromusculoskeletal Medicine & OMM,M,4
PA,Neuromusculoskeletal Medicine & OMM,M,22
IA,Neuromusculoskeletal Medicine & OMM,M,5
CT,Neuromusculoskeletal Medicine & OMM,M,5
MI,Neuromusculoskeletal Medicine & OMM,M,30
WV,Neuromusculoskeletal Medicine & OMM,M,8
NM,Neuromusculoskeletal Medicine & OMM,M,2
CA,Neuromusculoskeletal Medicine & OMM,M,146
NH,Neuromusculoskeletal Medicine & OMM,M,1
MT,Neuromusculoskeletal Medicine & OMM,M,1
PR,Neuromusculoskeletal Medicine & OMM,M,2
HI,Neuromusculoskeletal Medicine & OMM,M,3
OH,Neuromusculoskeletal Medicine & OMM,M,15
WI,Neuromusculoskeletal Medicine & OMM,M,3
FL,Neuromusculoskeletal Medicine & OMM,M,28
MO,Neuromusculoskeletal Medicine & OMM,M,15
IL,Neuromusculoskeletal Medicine & OMM,M,6
DC,Neuromusculoskeletal Medicine & OMM,M,1
MD,Neuromusculoskeletal Medicine & OMM,M,4
KY,Neuromusculoskeletal Medicine & OMM,M,7
LA,Neuromusculoskeletal Medicine & OMM,M,2
MN,Neuromusculoskeletal Medicine & OMM,M,2
NJ,"Neuromusculoskeletal Medicine, Sports Medicine",M,6
MD,"Neuromusculoskeletal Medicine, Sports Medicine",M,4
NC,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
VA,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
ND,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
CT,"Neuromusculoskeletal Medicine, Sports Medicine",M,8
KS,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
GA,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
DE,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
PA,"Neuromusculoskeletal Medicine, Sports Medicine",M,7
IA,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
IL,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
FL,"Neuromusculoskeletal Medicine, Sports Medicine",M,18
CA,"Neuromusculoskeletal Medicine, Sports Medicine",M,26
WI,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
MT,"Neuromusculoskeletal Medicine, Sports Medicine",M,4
LA,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
MA,"Neuromusculoskeletal Medicine, Sports Medicine",M,5
OR,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
NM,"Neuromusculoskeletal Medicine, Sports Medicine",M,4
MO,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
NH,"Neuromusculoskeletal Medicine, Sports Medicine",M,4
WV,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
UT,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
MI,"Neuromusculoskeletal Medicine, Sports Medicine",M,8
OH,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
ID,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
DC,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
CO,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
NY,"Neuromusculoskeletal Medicine, Sports Medicine",M,18
VT,"Neuromusculoskeletal Medicine, Sports Medicine",M,1
TX,"Neuromusculoskeletal Medicine, Sports Medicine",M,4
SD,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
AL,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
IN,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
TN,"Neuromusculoskeletal Medicine, Sports Medicine",M,5
MS,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
SC,"Neuromusculoskeletal Medicine, Sports Medicine",M,2
MN,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
AZ,"Neuromusculoskeletal Medicine, Sports Medicine",M,3
SC,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,52
PA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,293
NH,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,20
PR,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,16
SINDH,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,1
HI,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,8
AK,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,3
WY,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,3
UT,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,29
NC,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,115
AZ,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,60
LA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,52
MT,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,10
MN,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,72
RI,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,9
VA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,77
OR,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,38
MD,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,50
MO,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,96
OH,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,202
DE,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,19
KY,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,81
MA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,124
MS,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,39
IL,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,165
NE,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,21
CO,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,57
NV,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,29
AL,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,50
GA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,104
VT,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,5
WA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,89
ME,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,18
CT,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,46
WV,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,31
SD,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,11
NY,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,265
AR,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,30
CENTRAL,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,1
NM,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,12
CA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,361
TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,300
ND,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,9
NJ,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,96
TN,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,95
FL,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,306
MI,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,130
ID,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,15
DC,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,16
WI,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,69
IN,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,96
OK,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,47
KS,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,28
IA,Thoracic Surgery (Cardiothoracic Vascular Surgery),M,34
